uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus2.1,haus2.1t_1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
1143,No,SideEffect,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,2,14.868,,,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Alter|Kay|VanLange|Inbar|Bauer|Huang|Miyamoto|Graham|Anderson|Rottenstrich|Ross.Slate1,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1188,No,SideEffect,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,2,83.427,,,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|VanLange|Bauer|Rottenstrich|Critcher|Inbar|Graham|Kay|Alter|Ross.Slate1|Anderson|Huang,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
1226,No,SideEffect,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,2,39.811,,,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Bauer|Graham|Miyamoto|Anderson|Ross.Slate1|Huang|Inbar|Critcher|Kay|Rottenstrich|Alter,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection,1,Order,all,TRUE
1277,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,41.367,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Anderson|Graham|Critcher|Bauer|Rottenstrich|Kay|Miyamoto|Inbar|Ross.Slate1|Huang|Alter,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,1,Order,all,TRUE
1294,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,65.72,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|Anderson|Huang|Kay|Ross.Slate1|Alter|Bauer|Critcher|VanLange|Rottenstrich|Miyamoto|Graham,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1301,No,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,2,38.237,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Graham|VanLange|Rottenstrich|Kay|Ross.Slate1|Inbar|Bauer|Huang|Alter|Anderson|Miyamoto,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1320,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,31.953,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Graham|Inbar|Rottenstrich|Huang|Bauer|VanLange|Kay|Miyamoto|Anderson|Ross.Slate1|Alter|Critcher,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
1391,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,43.218,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Kay|Ross.Slate1|Anderson|Bauer|VanLange|Alter|Rottenstrich|Miyamoto|Inbar|Huang|Graham|Critcher,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
1404,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,60.262,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|Bauer|Critcher|Huang|VanLange|Rottenstrich|Kay|Ross.Slate1|Anderson|Alter|Miyamoto|Graham,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,1,Order,all,TRUE
1408,Yes,SideEffect,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,1,34.422,,,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Ross.Slate1|Inbar|Huang|Alter|Critcher|Graham|Kay|Bauer|Rottenstrich|VanLange|Anderson,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,1,Order,all,TRUE
1436,No,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,2,38.225,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Rottenstrich|Huang|Bauer|Critcher|Miyamoto|Graham|Inbar|VanLange|Alter|Kay|Ross.Slate1,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
1452,No,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,2,25.272,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Miyamoto|Kay|Rottenstrich|Anderson|Bauer|Inbar|Ross.Slate1|Huang|Graham|Alter|Critcher,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1458,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,37.191,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Alter|Bauer|Inbar|Ross.Slate1|Miyamoto|VanLange|Anderson|Huang|Critcher|Kay|Graham,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
1479,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,37.146,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Graham|Rottenstrich|Ross.Slate1|VanLange|Kay|Bauer|Alter|Inbar|Huang|Anderson|Miyamoto,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
1483,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,24.08,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Graham|Bauer|Critcher|Kay|Rottenstrich|Miyamoto|Alter|VanLange|Huang|Ross.Slate1|Inbar,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1485,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,22.3,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Ross.Slate1|Critcher|Anderson|VanLange|Inbar|Kay|Alter|Graham|Rottenstrich|Miyamoto|Huang,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five,1,Order,all,TRUE
1492,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,40.908,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Graham|Ross.Slate1|Rottenstrich|Anderson|Bauer|Huang|Miyamoto|Critcher|VanLange|Alter|Inbar|Kay,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
1499,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,1,45.778,,,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Kay|Critcher|Bauer|VanLange|Rottenstrich|Alter|Ross.Slate1|Inbar|Anderson|Graham|Miyamoto|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,1,Order,all,TRUE
1547,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,1,34.476,,,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Inbar|Graham|VanLange|Huang|Ross.Slate1|Miyamoto|Kay|Bauer|Rottenstrich|Anderson|Critcher,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
1601,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,1,28.53,,,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Inbar|Huang|Miyamoto|Kay|Rottenstrich|Alter|Graham|Anderson|Critcher|Bauer|Ross.Slate1,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1613,No,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,2,31.704,,,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Alter|Critcher|Bauer|VanLange|Inbar|Anderson|Graham|Rottenstrich|Kay|Miyamoto|Huang,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,1,Order,all,TRUE
1664,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,26.315,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Inbar|Alter|Huang|Miyamoto|Anderson|Graham|Bauer|Kay|Critcher|Ross.Slate1|VanLange,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing,1,Order,all,TRUE
1671,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,29.892,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|Huang|Critcher|Miyamoto|VanLange|Graham|Bauer|Ross.Slate1|Kay|Rottenstrich|Anderson|Alter,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,1,Order,all,TRUE
1693,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,1,27.451,,,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|VanLange|Ross.Slate1|Bauer|Graham|Kay|Rottenstrich|Miyamoto|Anderson|Alter|Critcher|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,1,Order,all,TRUE
1725,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,61.07,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Huang|Inbar|Anderson|Rottenstrich|Miyamoto|VanLange|Alter|Bauer|Graham|Kay|Critcher|Ross.Slate1,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
1727,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,1,20.372,,,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Inbar|Huang|Rottenstrich|VanLange|Graham|Critcher|Alter|Bauer|Anderson|Kay|Ross.Slate1,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
1733,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,32.802,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Inbar|Critcher|Graham|Miyamoto|Huang|Alter|Ross.Slate1|Kay|Anderson|Rottenstrich|VanLange,ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
1737,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,53.982,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Graham|Kay|VanLange|Huang|Rottenstrich|Ross.Slate1|Alter|Anderson|Inbar|Miyamoto|Bauer|Critcher,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,1,Order,all,TRUE
1761,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,1,28.894,,,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Rottenstrich|Miyamoto|Anderson|Ross.Slate1|Graham|Alter|Inbar|VanLange|Huang|Critcher|Kay,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1785,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,1,25.559,,,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Inbar|Anderson|Rottenstrich|Critcher|Ross.Slate1|Alter|Huang|Graham|Bauer|Miyamoto|Kay,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
1817,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,1,62.033,,,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Kay|Alter|VanLange|Huang|Miyamoto|Rottenstrich|Anderson|Ross.Slate1|Inbar|Critcher|Graham|Bauer,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
1825,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,1,38.32,,,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Graham|Ross.Slate1|Huang|Kay|Anderson|Alter|Inbar|Miyamoto|Critcher|VanLange|Rottenstrich,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,1,Order,all,TRUE
1828,Yes,SideEffect,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoventab,1,12.754,,,eindhoven,eindhoven,eindhoventab,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,In a classroom,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Bauer|Ross.Slate1|Critcher|Alter|Graham|Kay|Rottenstrich|Inbar|Miyamoto|Huang|Anderson,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection,1,Order,all,TRUE
